id,license,address,city,county,state,latitude,longitude
10033,Verizon,5 PERRYRIDGE ROAD,GREENWICH,FAIRFIELD,CT,41.03394444,-73.63083333
10034,Verizon,Booth Hill Road,TRUMBULL,FAIRFIELD,CT,41.27911111,-73.18525
3200,AT&T,1102 Horse Hill Rd,Westbrook,MIDDLESEX,CT,41.32380556,-72.49113889
3201,AT&T,1050 BUCKLEY HWY   (26020),UNION,TOLLAND,CT,41.99916667,-72.15236111
10037,Verizon,(Monroe CT) 230 GUINEA ROAD,Monroe,FAIRFIELD,CT,41.34166667,-73.27444444
40168,Verizon,(East Granby) Metacomet Ridge,East Granby,HARTFORD,CT,41.96305556,-72.74111111
40165,Verizon,Wighill Road,HADDAM,MIDDLESEX,CT,41.44316667,-72.50619444
3080,AT&T,8 FERRIS RD (26999),NEWTOWN,FAIRFIELD,CT,41.38975,-73.33822222
3079,AT&T,165 BIRDSEYE RD (24521),SHELTON,FAIRFIELD,CT,41.32580556,-73.14869444
15277,AT&T,811 Stonington Rd (79013),Stonington,NEW LONDON,CT,41.35341667,-71.88680556
15275,AT&T,273 BOOM BRIDGE RD (65072),North Stonington,NEW LONDON,CT,41.42880556,-71.80911111
3078,AT&T,1430 MONROE TPKE (24502),MONROE,FAIRFIELD,CT,41.37647222,-73.18655556
15274,AT&T,131 BISHOP CROSSING ROAD (65057),HOPEVILLE,NEW LONDON,CT,41.62333333,-71.94222222
45327,Verizon,68 GROTON LONG POINT ROAD,GROTON,NEW LONDON,CT,41.34355556,-72.00966667
15273,AT&T,244 GATES ROAD (65054),LEBANON,NEW LONDON,CT,41.68294444,-72.21619444
15272,AT&T,49 Brainerd Road (105269),East Lyme,NEW LONDON,CT,41.30841667,-72.22391667
40175,Verizon,(Marlborough) 43 North Main Street,Marlborough,HARTFORD,CT,41.62983333,-72.46647222
15271,AT&T,2 Wintechog Hill Rd (65059),NORTH STONINGTON,NEW LONDON,CT,41.45983333,-71.92733333
40174,Verizon,(East Granby) Metacomet Ridge,East Granby,HARTFORD,CT,41.96305556,-72.74111111
40171,Verizon,Wighill Road,HADDAM,MIDDLESEX,CT,41.44316667,-72.50619444
42323,Verizon,300' W of Garden Circle and Farmdale Drive Intersection,Waterbury,NEW HAVEN,CT,41.57036111,-73.01788889
3192,AT&T,157 Chestnut Mountain Road   (59430),STAFFORD,TOLLAND,CT,41.97741667,-72.38330556
40169,Verizon,(Marlborough) 43 North Main Street,Marlborough,HARTFORD,CT,41.62983333,-72.46647222
