id,license,address,city,county,state,latitude,longitude
24,AT&T,171 TOWN HILL RD,PLYMOUTH,LITCHFIELD,CT,41.66838889,-73.01988889
25,AT&T,15 OAKDALE AVE,WINCHESTER,LITCHFIELD,CT,41.92163889,-73.04938889
26,AT&T,399 Chestnut Land Rd,NEW MILFORD,LITCHFIELD,CT,41.63191667,-73.36744444
27,AT&T,46 FENWOOD LANE (5775),WILTON,FAIRFIELD,CT,41.17255556,-73.43391667
28,AT&T,136 Bulls Bridge Road,SOUTH KENT,LITCHFIELD,CT,41.68163889,-73.48661111
29,AT&T,135 NEW RD,MADISON,NEW HAVEN,CT,41.29341667,-72.57836111
30,AT&T,1605 DURHAM RD,WALLINGFORD,NEW HAVEN,CT,41.46958333,-72.74225
31,AT&T,OLD ROUTE 79,Madison,NEW HAVEN,CT,41.28555556,-72.60136111
32,AT&T,59 SHELTON ROAD,Oxford,NEW HAVEN,CT,41.41213889,-73.12961111
33,AT&T,438 BRIDGEPORT AVENUE,MILFORD,NEW HAVEN,CT,41.20661111,-73.09338889
34,AT&T,1432 WATERBURY RD,SOUTHBURY,NEW HAVEN,CT,41.49358333,-73.16527778
35,AT&T,528 WHEELERS FARM ROAD,Milford,NEW HAVEN,CT,41.24844444,-73.07908333
36,AT&T,500 COOKS LANE,GUILFORD,NEW HAVEN,CT,41.41875,-72.71169444
37,AT&T,268 WINDHAM AVENUE  (87026),COLCHESTER,NEW LONDON,CT,41.5925,-72.32111111
38,AT&T,Stone Hill RD (86133),Voluntown,NEW LONDON,CT,41.6065,-71.851
39,AT&T,36 RITCH AVE (24473),GREENWICH,FAIRFIELD,CT,41.00505556,-73.64830556
40,AT&T,1081 NORTH STREET (60388),GREENWICH,FAIRFIELD,CT,41.13930556,-73.64180556
41,AT&T,453 LOON MEADOW ROAD,NORFOLK,LITCHFIELD,CT,42.00908333,-73.18088889
42,AT&T,1 WILLIS STREET,BRISTOL,HARTFORD,CT,41.64908333,-72.94802778
43,AT&T,45 SPAULDING ROAD,PLAINFIELD,WINDHAM,CT,41.67480556,-71.87911111
44,Verizon,WINDHAM AVE,COLCHESTER,NEW LONDON,CT,41.5925,-72.32111111
45,AT&T,1233 WOLCOTT RD,Wolcott,NEW HAVEN,CT,41.62158333,-72.97363889
46,AT&T,2 LARKIN DRIVE,MIDDLEBURY,NEW HAVEN,CT,41.51361111,-73.12444444
47,AT&T,203 RESEARCH DRIVE,Woodmont,NEW HAVEN,CT,41.24041667,-73.01194444
48,Verizon,(Monroe CT) 230 GUINEA ROAD,Monroe,FAIRFIELD,CT,41.34166667,-73.27444444
49,AT&T,350 Hartland Blvd,Hartland,HARTFORD,CT,41.97708333,-72.88786111
50,AT&T,650 Albany TPKE,CANTON,HARTFORD,CT,41.85055556,-72.94872222
51,AT&T,131 LITTLE CITY RD,KILLINGWORTH,MIDDLESEX,CT,41.42877778,-72.60380556
52,AT&T,170 INGHAM HILL ROAD,OLD SAYBROOK,MIDDLESEX,CT,41.30988889,-72.39752778
53,AT&T,10 Tanner Marsh Rd,GUILFORD,NEW HAVEN,CT,41.28861111,-72.65827778
54,AT&T,ROUTE 81,KILLINGWORTH,MIDDLESEX,CT,41.36947222,-72.56422222
55,AT&T,126 PARKER ROAD,East Haddam,MIDDLESEX,CT,41.46091667,-72.39522222
56,AT&T,ROUTE 81,KILLINGWORTH,MIDDLESEX,CT,41.33811111,-72.55652778
57,Verizon,5 PERRYRIDGE ROAD,GREENWICH,FAIRFIELD,CT,41.03394444,-73.63083333
58,Verizon,Booth Hill Road,TRUMBULL,FAIRFIELD,CT,41.27911111,-73.18525
59,AT&T,1102 Horse Hill Rd,Westbrook,MIDDLESEX,CT,41.32380556,-72.49113889
60,AT&T,1050 BUCKLEY HWY   (26020),UNION,TOLLAND,CT,41.99916667,-72.15236111
61,Verizon,(Monroe CT) 230 GUINEA ROAD,Monroe,FAIRFIELD,CT,41.34166667,-73.27444444
62,Verizon,(East Granby) Metacomet Ridge,East Granby,HARTFORD,CT,41.96305556,-72.74111111
63,Verizon,Wighill Road,HADDAM,MIDDLESEX,CT,41.44316667,-72.50619444
64,AT&T,8 FERRIS RD (26999),NEWTOWN,FAIRFIELD,CT,41.38975,-73.33822222
65,AT&T,165 BIRDSEYE RD (24521),SHELTON,FAIRFIELD,CT,41.32580556,-73.14869444
66,AT&T,811 Stonington Rd (79013),Stonington,NEW LONDON,CT,41.35341667,-71.88680556
67,AT&T,273 BOOM BRIDGE RD (65072),North Stonington,NEW LONDON,CT,41.42880556,-71.80911111
68,AT&T,1430 MONROE TPKE (24502),MONROE,FAIRFIELD,CT,41.37647222,-73.18655556
69,AT&T,131 BISHOP CROSSING ROAD (65057),HOPEVILLE,NEW LONDON,CT,41.62333333,-71.94222222
70,Verizon,68 GROTON LONG POINT ROAD,GROTON,NEW LONDON,CT,41.34355556,-72.00966667
71,AT&T,244 GATES ROAD (65054),LEBANON,NEW LONDON,CT,41.68294444,-72.21619444
72,AT&T,49 Brainerd Road (105269),East Lyme,NEW LONDON,CT,41.30841667,-72.22391667
73,Verizon,(Marlborough) 43 North Main Street,Marlborough,HARTFORD,CT,41.62983333,-72.46647222
74,AT&T,2 Wintechog Hill Rd (65059),NORTH STONINGTON,NEW LONDON,CT,41.45983333,-71.92733333
75,Verizon,(East Granby) Metacomet Ridge,East Granby,HARTFORD,CT,41.96305556,-72.74111111
76,Verizon,Wighill Road,HADDAM,MIDDLESEX,CT,41.44316667,-72.50619444
77,Verizon,300' W of Garden Circle and Farmdale Drive Intersection,Waterbury,NEW HAVEN,CT,41.57036111,-73.01788889
78,AT&T,157 Chestnut Mountain Road   (59430),STAFFORD,TOLLAND,CT,41.97741667,-72.38330556
79,Verizon,(Marlborough) 43 North Main Street,Marlborough,HARTFORD,CT,41.62983333,-72.46647222
80,Verizon,STORER GEOTON CATV FACILITY OFF WINTECHOG HILL RD.,NORTH STONINGTON,NEW LONDON,CT,41.46094444,-71.92897222
81,Verizon,WINDHAM AVE,COLCHESTER,NEW LONDON,CT,41.5925,-72.32111111
82,Verizon,68 GROTON LONG POINT ROAD,GROTON,NEW LONDON,CT,41.34355556,-72.00966667
83,AT&T,12 Nepaug RD,Burlington,HARTFORD,CT,41.78247222,-72.98963889
84,AT&T,CATOONA LANE (60419),STAMFORD,FAIRFIELD,CT,41.05280556,-73.56302778
85,Verizon,STORER GEOTON CATV FACILITY OFF WINTECHOG HILL RD.,NORTH STONINGTON,NEW LONDON,CT,41.46094444,-71.92897222
86,AT&T,38 HATCHETS HILL ROAD (65079),OLD LYME,NEW LONDON,CT,41.31758333,-72.26997222
87,AT&T,302 Ball Pond Road (27009),NEW FAIRFIELD,FAIRFIELD,CT,41.46472222,-73.49694444
88,AT&T,26 Bogus Hill Road   (93530),New Fairfield,FAIRFIELD,CT,41.51183333,-73.46719444
89,AT&T,Sherman Street,Woodstock,WINDHAM,CT,41.97866667,-72.09441667
90,AT&T,7 Exeter Drive,Sterling,WINDHAM,CT,41.71402778,-71.82272222
91,AT&T,68 Groton Long Point Road (65071),Groton,NEW LONDON,CT,41.34355556,-72.00966667
92,AT&T,134 KIKAPOO ROAD   (59336),MIDDLEFIELD,MIDDLESEX,CT,41.51361111,-72.74583333
93,AT&T,107 Stickney Hill Road   (59354),UNION,TOLLAND,CT,41.98538889,-72.19216667
94,AT&T,395 Round Hill Road (93548),Greenwich,FAIRFIELD,CT,41.09511111,-73.66422222
95,AT&T,40 TAUGWANK ROAD  UNIT 22 (65065),STONINGTON,NEW LONDON,CT,41.38283333,-71.90180556
96,Verizon,(North Canaan) 34 Lower Rd,Canaan,LITCHFIELD,CT,42.01463889,-73.32627778
97,Verizon,50 Rust Road (Barhamstead Site),Litchfield,LITCHFIELD,CT,41.89380556,-72.99647222
98,AT&T,168 Turkey Hill Lane,Cohasset,NORFOLK,MA,42.23941667,-70.85258333
99,AT&T,KENDRICK ROAD,WAREHAM,PLYMOUTH,MA,41.78252778,-70.73513889
100,AT&T,75 WASHINGTON SST,PLAINVILLE,NORFOLK,MA,42.00905556,-71.32088889
101,AT&T,40 DORY ROAD,GLOUCESTER,ESSEX,MA,42.62841667,-70.65466667
102,Verizon,(Orleans) Pine Road,ORLEANS,BARNSTABLE,MA,41.77705556,-69.99761111
103,Verizon,Eel Point Road,NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
104,Verizon,344 Route 6 North,TRURO,BARNSTABLE,MA,42.02194444,-70.075
105,Verizon,THOMAS LANDERS ROAD,FALMOUTH,BARNSTABLE,MA,41.61461111,-70.60863889
106,Verizon,CLAY HILL OFF ROUTE 6,BARNSTABLE,BARNSTABLE,MA,41.68372222,-70.35947222
107,Verizon,RT 63 - NORTHFIELD MTN.  6 MILES SOUTH OF,NORTHFIELD,FRANKLIN,MA,42.6085,-72.44925
108,Verizon,(Shelburne SE) 128G Old Albany Rd,Shelburne Falls,FRANKLIN,MA,42.57086111,-72.64469444
109,Verizon,Orange site,Orange,FRANKLIN,MA,42.57130556,-72.31813889
110,Verizon,(Harwich site) 7 Queen Anne Road,HARWICH,BARNSTABLE,MA,41.69844444,-70.09780556
111,Verizon,BOURNEDALE ROAD (.125 MILES NE),BOURNEDALE,BARNSTABLE,MA,41.77538889,-70.57058333
112,Verizon,(Orleans) Pine Road,ORLEANS,BARNSTABLE,MA,41.77705556,-69.99761111
113,Verizon,Eel Point Road,NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
114,AT&T,135 East Washington St (81458),North Attleboro,BRISTOL,MA,41.96855556,-71.33455556
115,AT&T,ROUTE 9,GOSHEN,HAMPSHIRE,MA,42.44327778,-72.8
116,Verizon,344 Route 6 North,TRURO,BARNSTABLE,MA,42.02194444,-70.075
117,Verizon,THOMAS LANDERS ROAD,FALMOUTH,BARNSTABLE,MA,41.61461111,-70.60863889
118,Verizon,CLAY HILL OFF ROUTE 6,BARNSTABLE,BARNSTABLE,MA,41.68372222,-70.35947222
119,Verizon,(Harwich site) 7 Queen Anne Road,HARWICH,BARNSTABLE,MA,41.69844444,-70.09780556
120,AT&T,ROUTE 9,GOSHEN,HAMPSHIRE,MA,42.44327778,-72.8
121,AT&T,57 Dearth Hill Road,Brimfield,HAMPDEN,MA,42.10897222,-72.243
122,AT&T,Champeaux Road,Brimfield,HAMPDEN,MA,42.13141667,-72.13580556
123,AT&T,61 Congamond Rd,Southwick,HAMPDEN,MA,42.01633333,-72.7795
124,AT&T,57 Theopolis Smith Rd (81543),Dennis,BARNSTABLE,MA,41.69180556,-70.14661111
125,AT&T,LOT 25 2470 NAUSET RD (76837),EASTHAM,BARNSTABLE,MA,41.86716667,-69.98108333
126,AT&T,100 SANKATY AVE (76831),NANTUCKET,NANTUCKET,MA,41.27861111,-69.96555556
127,AT&T,FREEMANS WAY (13402),Brewster,BARNSTABLE,MA,41.73722222,-70.01055556
128,AT&T,344 ROUTE 6 (76809),TRURO,BARNSTABLE,MA,42.02188889,-70.07486111
129,AT&T,THOMAS LANDERS RD (76824),FALMOUTH,BARNSTABLE,MA,41.61491667,-70.61016667
130,AT&T,81 BOURNEDALE RD (76817),BOURNEDALE,BARNSTABLE,MA,41.77497222,-70.57069444
131,AT&T,1138 MAIN ST (111718),Barnstable,BARNSTABLE,MA,41.63819444,-70.39080556
132,AT&T,14 EEL POINT WAY (13379),NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
133,AT&T,Chester Rd,Blanford,HAMPDEN,MA,42.21133333,-72.94552778
134,AT&T,ROUTE 7  BRODIE SKI AREA (66559),NEW ASHFORD,BERKSHIRE,MA,42.59755556,-73.27083333
135,AT&T,1954 South Main Road (98477),Otis,BERKSHIRE,MA,42.14519444,-73.07575
136,AT&T,65 South Street (66565),Drury,BERKSHIRE,MA,42.63963889,-72.99227778
137,AT&T,ASHLEY FALLS (66561),SHEFFIELD,BERKSHIRE,MA,42.08066667,-73.33894444
138,AT&T,2294 ALGERIE RD,Otis,BERKSHIRE,MA,42.23419444,-73.03680556
139,AT&T,10 HICKINGBOTH AVE (24760),PERU,BERKSHIRE,MA,42.43647222,-73.05355556
140,AT&T,215 Windsor Rd (98482),Savoy,BERKSHIRE,MA,42.55452778,-73.03861111
141,AT&T,60 Cross Street (98481),Becket,BERKSHIRE,MA,42.28669444,-73.05727778
142,AT&T,CAMPSITE 13 BERRY POND CIRCUIT ROADAM (24752),HANCOCK,BERKSHIRE,MA,42.50230556,-73.31555556
143,AT&T,520 Shaw Road (98478),Windsor,BERKSHIRE,MA,42.49619444,-72.99222222
144,AT&T,17 Nicholson Road (97792),Great Barrington,BERKSHIRE,MA,42.16397222,-73.46991667
145,AT&T,ROUTE 7  BRODIE SKI AREA (66559),NEW ASHFORD,BERKSHIRE,MA,42.59755556,-73.27083333
146,AT&T,1954 South Main Road (98477),Otis,BERKSHIRE,MA,42.14519444,-73.07575
147,AT&T,65 South Street (66565),Drury,BERKSHIRE,MA,42.63963889,-72.99227778
148,AT&T,ASHLEY FALLS (66561),SHEFFIELD,BERKSHIRE,MA,42.08066667,-73.33894444
149,AT&T,2294 ALGERIE RD,Otis,BERKSHIRE,MA,42.23419444,-73.03680556
150,AT&T,10 HICKINGBOTH AVE (24760),PERU,BERKSHIRE,MA,42.43647222,-73.05355556
151,AT&T,215 Windsor Rd (98482),Savoy,BERKSHIRE,MA,42.55452778,-73.03861111
152,AT&T,60 Cross Street (98481),Becket,BERKSHIRE,MA,42.28669444,-73.05727778
153,AT&T,CAMPSITE 13 BERRY POND CIRCUIT ROADAM (24752),HANCOCK,BERKSHIRE,MA,42.50230556,-73.31555556
154,AT&T,520 Shaw Road (98478),Windsor,BERKSHIRE,MA,42.49619444,-72.99222222
155,AT&T,17 Nicholson Road (97792),Great Barrington,BERKSHIRE,MA,42.16397222,-73.46991667
156,Verizon,140 CABOT ST,NEEDHAM,NORFOLK,MA,42.30361111,-71.21805556
157,Verizon,84 Bayberry Hill Road,Townsend,MIDDLESEX,MA,42.65463889,-71.73675
158,Verizon,5 Boston Hill Road,North Andover,ESSEX,MA,42.64605556,-71.09380556
159,Verizon,150 Allen Hill Road,Barre,WORCESTER,MA,42.43802778,-72.12472222
160,AT&T,76 OLD PINENOOK RD,DEERFIELD,FRANKLIN,MA,42.53319444,-72.59177778
161,AT&T,120 HIGH STREET (61474),Milford,WORCESTER,MA,42.15475,-71.547
162,AT&T,87 BYFIELD RD (24911),ASHBURNHAM,WORCESTER,MA,42.67452778,-71.86772222
163,AT&T,400 ROUTE 15 (61515),STURBRIDGE,WORCESTER,MA,42.06091667,-72.11
164,AT&T,653 BEARSDEN RD (61491),ATHOL,WORCESTER,MA,42.59388889,-72.2
165,AT&T,38 GILBERT ROAD (41905),WARREN,WORCESTER,MA,42.18044444,-72.24255556
166,AT&T,38 BOYNTON RD (24912),NORTH BROOKFIELD,WORCESTER,MA,42.28688889,-72.10877778
167,AT&T,76 Elmwood Road (24950),Winchendon,WORCESTER,MA,42.70258333,-72.03791667
168,AT&T,1 SUTTON RD (61484),WARREN,WORCESTER,MA,42.09191667,-71.83002778
169,AT&T,1 MCGILL LANE (3696),MILFORD,WORCESTER,MA,42.18719444,-71.53252778
170,AT&T,782 LEBANON HILL ROAD (24893),Southbridge,WORCESTER,MA,42.036,-72.03355556
171,AT&T,336 OLD LITTLETON RD (81475),HARVARD,WORCESTER,MA,42.52641667,-71.53622222
172,AT&T,610 ALDRICH ST (61565),UXBRIDGE,WORCESTER,MA,42.02175,-71.65666667
173,AT&T,249 HIGH ROCK ST (61562),FITCHBURG,WORCESTER,MA,42.61569444,-71.79452778
174,AT&T,100 ALLEN HILL RD (61536),BARRE,WORCESTER,MA,42.43477778,-72.12408333
175,AT&T,I-90 BETWEEN EXITS 12 & 11A (3086),SOUTHBOROUGH,WORCESTER,MA,42.28094444,-71.51688889
176,AT&T,65 South Street,Drury,BERKSHIRE,MA,42.63963889,-72.99227778
177,AT&T,100 Guy Manner Road,Shelburne,FRANKLIN,MA,42.57111111,-72.64455556
178,AT&T,Tower Road,Shelbourne,FRANKLIN,MA,42.61008333,-72.71663889
179,Verizon,(Stockbridge) APPROX.  650' SW OF LENOX ROAD ,W. STOCKBRIDGE,BERKSHIRE,MA,42.35155556,-73.34063889
180,AT&T,76 OLD PINENOOK RD,DEERFIELD,FRANKLIN,MA,42.53319444,-72.59177778
181,AT&T,65 South Street,Drury,BERKSHIRE,MA,42.63963889,-72.99227778
182,AT&T,100 Guy Manner Road,Shelburne,FRANKLIN,MA,42.57111111,-72.64455556
183,AT&T,Tower Road,Shelbourne,FRANKLIN,MA,42.61008333,-72.71663889
184,Verizon,(Pelham 2) 320 Daniel Shays Highway,Pelham,HAMPSHIRE,MA,42.3875,-72.40333333
185,Verizon,WARREN 0.5 MI. NE OF DEVILS LANE AND BROOKFIELD ROAD,WARREN,WORCESTER,MA,42.15758333,-72.17091667
186,Verizon,(Blandford site) Chester Road,BLANDFORD,HAMPDEN,MA,42.22313889,-72.96841667
187,Verizon,(Pelham 2) 320 Daniel Shays Highway,Pelham,HAMPSHIRE,MA,42.3875,-72.40333333
188,Verizon,WARREN 0.5 MI. NE OF DEVILS LANE AND BROOKFIELD ROAD,WARREN,WORCESTER,MA,42.15758333,-72.17091667
189,Verizon,(Blandford site) Chester Road,BLANDFORD,HAMPDEN,MA,42.22313889,-72.96841667
190,AT&T,PEAKED HILL (76825),CHILMARK,DUKES,MA,41.35641667,-70.73366667
191,AT&T,57 Theopolis Smith Rd (81543),Dennis,BARNSTABLE,MA,41.69180556,-70.14661111
192,AT&T,LOT 25 2470 NAUSET RD (76837),EASTHAM,BARNSTABLE,MA,41.86716667,-69.98108333
193,AT&T,100 SANKATY AVE (76831),NANTUCKET,NANTUCKET,MA,41.27861111,-69.96555556
194,AT&T,FREEMANS WAY (13402),Brewster,BARNSTABLE,MA,41.73722222,-70.01055556
195,AT&T,344 ROUTE 6 (76809),TRURO,BARNSTABLE,MA,42.02188889,-70.07486111
196,AT&T,THOMAS LANDERS RD (76824),FALMOUTH,BARNSTABLE,MA,41.61491667,-70.61016667
197,AT&T,81 BOURNEDALE RD (76817),BOURNEDALE,BARNSTABLE,MA,41.77497222,-70.57069444
198,AT&T,1138 MAIN ST (111718),Barnstable,BARNSTABLE,MA,41.63819444,-70.39080556
199,AT&T,14 EEL POINT WAY (13379),NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
200,AT&T,PEAKED HILL (76825),CHILMARK,DUKES,MA,41.35641667,-70.73366667
201,Verizon,BOURNEDALE ROAD (.125 MILES NE),BOURNEDALE,BARNSTABLE,MA,41.77538889,-70.57058333
202,AT&T,188 Stafford Road,Wales,HAMPDEN,MA,42.03825,-72.24069444
203,AT&T,1100 MAIN RD (24921),WESTPORT,BRISTOL,MA,41.56427778,-71.09041667
204,AT&T,33 Pine St (60050),Rehoboth,BRISTOL,MA,41.87055556,-71.29527778
205,AT&T,197 NEW BOSTON RD (60114),FAIRHAVEN,BRISTOL,MA,41.66311111,-70.86027778
206,AT&T,54 DONALD ST (24891),DARTMOUTH,BRISTOL,MA,41.61322222,-70.94372222
207,AT&T,142 MENDALL HILL ROAD (24820),ACUSHNET,BRISTOL,MA,41.70002778,-70.88327778
208,AT&T,48 LOTHROP STREET (REAR OF FIRE AND POLICE DEPTS) (14755),EASTON,BRISTOL,MA,42.05583333,-71.10888889
209,AT&T,185 PINE ST (3715),RAYNHAM,BRISTOL,MA,41.93861111,-71.01066667
210,AT&T,57 Dearth Hill Road,Brimfield,HAMPDEN,MA,42.10897222,-72.243
211,AT&T,LANDRY AVE (60063),NORTH ATTLEBORO,BRISTOL,MA,41.98611111,-71.31030556
212,AT&T,178 MIDDLEBORO RD (24816),EAST FREETOWN,BRISTOL,MA,41.77619444,-70.93102778
213,AT&T,600 QUEQUECHAN ST (3759),FALL RIVER,BRISTOL,MA,41.68738889,-71.14036111
214,AT&T,50 MARTIN ST (62777),REHOBOTH,BRISTOL,MA,41.79644444,-71.22344444
215,AT&T,10 Gentry Lane (24918),DARTMOUTH,BRISTOL,MA,41.55130556,-70.95025
216,AT&T,135 East Washington St (81458),North Attleboro,BRISTOL,MA,41.96855556,-71.33455556
217,AT&T,1100 MAIN RD (24921),WESTPORT,BRISTOL,MA,41.56427778,-71.09041667
218,AT&T,33 Pine St (60050),Rehoboth,BRISTOL,MA,41.87055556,-71.29527778
219,AT&T,197 NEW BOSTON RD (60114),FAIRHAVEN,BRISTOL,MA,41.66311111,-70.86027778
220,AT&T,38 GILBERT ROAD (41905),WARREN,WORCESTER,MA,42.18044444,-72.24255556
221,AT&T,38 BOYNTON RD (24912),NORTH BROOKFIELD,WORCESTER,MA,42.28688889,-72.10877778
222,AT&T,76 Elmwood Road (24950),Winchendon,WORCESTER,MA,42.70258333,-72.03791667
223,AT&T,1 SUTTON RD (61484),WARREN,WORCESTER,MA,42.09191667,-71.83002778
224,AT&T,1 MCGILL LANE (3696),MILFORD,WORCESTER,MA,42.18719444,-71.53252778
225,AT&T,782 LEBANON HILL ROAD (24893),Southbridge,WORCESTER,MA,42.036,-72.03355556
226,AT&T,336 OLD LITTLETON RD (81475),HARVARD,WORCESTER,MA,42.52641667,-71.53622222
227,AT&T,610 ALDRICH ST (61565),UXBRIDGE,WORCESTER,MA,42.02175,-71.65666667
228,AT&T,249 HIGH ROCK ST (61562),FITCHBURG,WORCESTER,MA,42.61569444,-71.79452778
229,AT&T,100 ALLEN HILL RD (61536),BARRE,WORCESTER,MA,42.43477778,-72.12408333
230,AT&T,I-90 BETWEEN EXITS 12 & 11A (3086),SOUTHBOROUGH,WORCESTER,MA,42.28094444,-71.51688889
231,AT&T,54 DONALD ST (24891),DARTMOUTH,BRISTOL,MA,41.61322222,-70.94372222
232,AT&T,142 MENDALL HILL ROAD (24820),ACUSHNET,BRISTOL,MA,41.70002778,-70.88327778
233,AT&T,120 HIGH STREET (61474),Milford,WORCESTER,MA,42.15475,-71.547
234,AT&T,87 BYFIELD RD (24911),ASHBURNHAM,WORCESTER,MA,42.67452778,-71.86772222
235,AT&T,400 ROUTE 15 (61515),STURBRIDGE,WORCESTER,MA,42.06091667,-72.11
236,AT&T,653 BEARSDEN RD (61491),ATHOL,WORCESTER,MA,42.59388889,-72.2
237,Verizon,(Plymouth) CALEB ST,Plymouth,PLYMOUTH,MA,41.9225,-70.65138889
238,Verizon,1.25 MI NNE,HOPKINTON,MIDDLESEX,MA,42.24444444,-71.51055556
239,AT&T,Champeaux Road,Brimfield,HAMPDEN,MA,42.13141667,-72.13580556
240,AT&T,61 Congamond Rd,Southwick,HAMPDEN,MA,42.01633333,-72.7795
241,AT&T,Chester Rd,Blanford,HAMPDEN,MA,42.21133333,-72.94552778
242,AT&T,188 Stafford Road,Wales,HAMPDEN,MA,42.03825,-72.24069444
243,AT&T,48 LOTHROP STREET (REAR OF FIRE AND POLICE DEPTS) (14755),EASTON,BRISTOL,MA,42.05583333,-71.10888889
244,AT&T,185 PINE ST (3715),RAYNHAM,BRISTOL,MA,41.93861111,-71.01066667
245,AT&T,LANDRY AVE (60063),NORTH ATTLEBORO,BRISTOL,MA,41.98611111,-71.31030556
246,Verizon,ROUTE 9 (.5 MILES EAST OF ROUTE 9 & 495),SOUTHBOROUGH,WORCESTER,MA,42.28608333,-71.55444444
247,Verizon,(Webster site) Cudworth Road,WEBSTER,WORCESTER,MA,42.07502778,-71.85816667
248,Verizon,(Warren site) Devils Lane,WARREN,WORCESTER,MA,42.15758333,-72.17091667
249,AT&T,178 MIDDLEBORO RD (24816),EAST FREETOWN,BRISTOL,MA,41.77619444,-70.93102778
250,AT&T,600 QUEQUECHAN ST (3759),FALL RIVER,BRISTOL,MA,41.68738889,-71.14036111
251,AT&T,50 MARTIN ST (62777),REHOBOTH,BRISTOL,MA,41.79644444,-71.22344444
252,AT&T,10 Gentry Lane (24918),DARTMOUTH,BRISTOL,MA,41.55130556,-70.95025
253,AT&T,601-603 FITCHBURG STATE ROAD,ASHBY,MIDDLESEX,MA,42.64858333,-71.79461111
254,AT&T,1140 Greenville Rd,ASHBY,MIDDLESEX,MA,42.69161111,-71.79188889
255,AT&T,68 JOHNSON ROAD,ROCKPORT,ESSEX,MA,42.66516667,-70.63886111
256,AT&T,55 BENSONBROOK ROAD,MARION,PLYMOUTH,MA,41.70308333,-70.77975
257,AT&T,178 EAMES WAY,Marshfield,PLYMOUTH,MA,42.13363889,-70.73263889
258,AT&T,142 LOWELL RD,GROTON,MIDDLESEX,MA,42.61052778,-71.55802778
259,AT&T,26 LUMBER STREET,HOPKINTON,MIDDLESEX,MA,42.21322222,-71.54261111
260,AT&T,265 STATE ROAD,PLYMOUTH,PLYMOUTH,MA,41.93388889,-70.58555556
261,AT&T,168 Turkey Hill Lane,Cohasset,NORFOLK,MA,42.23941667,-70.85258333
262,AT&T,326 W GROVE ST,Middleboro,PLYMOUTH,MA,41.89311111,-70.94305556
263,AT&T,KENDRICK ROAD,WAREHAM,PLYMOUTH,MA,41.78252778,-70.73513889
264,AT&T,75 WASHINGTON SST,PLAINVILLE,NORFOLK,MA,42.00905556,-71.32088889
265,AT&T,40 DORY ROAD,GLOUCESTER,ESSEX,MA,42.62841667,-70.65466667
266,AT&T,601-603 FITCHBURG STATE ROAD,ASHBY,MIDDLESEX,MA,42.64858333,-71.79461111
267,AT&T,1140 Greenville Rd,ASHBY,MIDDLESEX,MA,42.69161111,-71.79188889
268,AT&T,68 JOHNSON ROAD,ROCKPORT,ESSEX,MA,42.66516667,-70.63886111
269,AT&T,55 BENSONBROOK ROAD,MARION,PLYMOUTH,MA,41.70308333,-70.77975
270,AT&T,178 EAMES WAY,Marshfield,PLYMOUTH,MA,42.13363889,-70.73263889
271,AT&T,142 LOWELL RD,GROTON,MIDDLESEX,MA,42.61052778,-71.55802778
272,AT&T,26 LUMBER STREET,HOPKINTON,MIDDLESEX,MA,42.21322222,-71.54261111
273,AT&T,265 STATE ROAD,PLYMOUTH,PLYMOUTH,MA,41.93388889,-70.58555556
274,AT&T,326 W GROVE ST,Middleboro,PLYMOUTH,MA,41.89311111,-70.94305556
275,Verizon,(Atlantic City site) 1701 ABSECON BLVD (010111),ATLANTIC CITY,ATLANTIC,NJ,39.38111111,-74.45016667
276,AT&T,116 BLAKES LANE (64692),PORT REPUBLIC,ATLANTIC,NJ,39.52241667,-74.49061111
277,Verizon,(Maurice River) 310 Main St. - Mauricetown,Maurice River,CUMBERLAND,NJ,39.28316667,-74.96683333
278,AT&T,5 HEWITT ROAD  (48898),STOCKTON,HUNTERDON,NJ,40.44772222,-75.00130556
279,AT&T,112 South Main Street   (25328),Shiloh,CUMBERLAND,NJ,39.45625,-75.29644444
280,Verizon,0.6 MILES SE OF LAKE HOPATCONG,DOVER,MORRIS,NJ,40.94027778,-74.61297222
281,AT&T,382 CENTERTON ROAD   (66745),SEABROOK,CUMBERLAND,NJ,39.50277778,-75.18861111
282,AT&T,104 Dixon Road (110462),Newtonville,ATLANTIC,NJ,39.57627778,-74.86558333
283,AT&T,GRAVEL HILL ROAD (26651),JAMESBURG,MIDDLESEX,NJ,40.35866667,-74.40525
284,AT&T,ROUTE 9 AND ERNSTON ROAD (16375),SAYREVILLE,MIDDLESEX,NJ,40.45530556,-74.29511111
285,AT&T,Route 80 Eastbound Mile Marker 21.4  (15538),Allamuchy,WARREN,NJ,40.92411111,-74.79025
286,AT&T,110 Woodfern Road   (40738),NESHANIC STATION,SOMERSET,NJ,40.50527778,-74.72975
287,AT&T,776 Warwick Turnpike   (26659),Hewitt,PASSAIC,NJ,41.18155556,-74.38780556
288,AT&T,207 WATERLOO VALLEY ROAD   (16600),MOUNT OLIVE,MORRIS,NJ,40.90916667,-74.74402778
